TickCount,TickTime(ms)
460,319.93529999999737
461,314.3703999999998
462,309.73709999999846
463,321.77640000000247
464,298.76140000000305
465,302.7265999999945
466,300.7508999999991
467,301.08720000000903
468,303.2298999999912
469,296.6964000000007
470,344.9357000000018
471,292.27969999999914
472,296.67260000000533
473,304.1785999999993
474,303.2131999999983
475,326.2283999999927
476,308.15009999999893
477,316.5453000000125
478,299.37859999999637
479,319.12559999998484
480,311.92150000002584
481,300.30299999998533
482,300.07910000000265
483,295.2240999999922
484,313.9974999999977
485,292.94880000001285
486,310.7537000000011
487,312.46809999999823
488,307.9570999999996
489,311.91260000001057
490,315.0599999999977
491,328.7159999999858
492,348.14060000001336
493,314.4575999999943
494,346.2017999999807
495,340.90460000000894
496,303.2252000000153
497,319.9002999999793
498,322.6806000000215
499,305.6664999999921
500,297.10149999998976
